name,address,network,protocol,token_name,token_symbol,token_address,tvl_usd,locked_usd,liquid_usd,number_of_holders,apy_1day,apy_7day,apy_30day,vault_score,vault_tvl_score,protocol_tvl_score,holder_score,network_score,asset_score
ajna-yfi-dai3,0x18164fAF05393a08Fdfb23762A922dD670D3bBAE,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0,0,0,1,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
ajna-yvCurveUSDMsDAIf-dai,0xc879b444D7555Ca521e52Aa055e6D96E871f1887,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0,0,0,1,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
ajna-yvdai1-dai,0x7BF617c744224D12378f498aDf2acc88C8B7686D,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0,0,0,,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
ajna-yvusdc-a-usdc,0x5452bA13a65D20fdf21220a397Bbe40830C7418A,polygon,yearn,USD Coin (PoS),USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0,0,0,,0,0,0,43.6976548616436,0,79.556637154109,0,20,75
ajna-yvusdca-usdc,0x479974977BdFf289a4157f56EE29401523Ae4c0F,polygon,yearn,USD Coin (PoS),USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,2477,0,2477,2,0,0,0,43.6976548616436,0,79.556637154109,0,20,75
Allnodes StakeWise V3,0x26a9E35C54607AF98998b9E9BF2e7B57615bE24F,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,18,0,18,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Allnodes StakeWise V3,0x1B3CE55dDE0e0D4b9A200855406e7b14334C10B0,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,1804370,0,1804370,,0,241,217,59.1963961174387,0,85.49099029359675,0,100,100
Alpha USDC Vault,0xD50B9Bbf136D1BD5CD5AC6ed9b3F26c458a6d4A6,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,0,0,4,0,189,390,56.64074463884186,0,86.91436159710464,0,100,75
Alpha WETH Vault,0x47fe8Ab9eE47DD65c24df52324181790b9F47EfC,mainnet,morpho,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,5359,5359,0,,1149,2065,2065,59.76574463884186,0,86.91436159710464,0,100,100
Alpha ZCHF Safe Vault,0x6619F92861C760AD11BA0D56E8ED63A33EccE22B,mainnet,morpho,Frankencoin,ZCHF,0xB58E61C3098d85632Df34EecfB899A1Ed80921cB,487354,487354,0,4,9,12,20,47.26574463884186,0,86.91436159710464,0,100,0
Alpha ZCHF Vault,0xFa7ED49Eb24A6117D8a3168EEE69D26b45C40C63,mainnet,morpho,Frankencoin,ZCHF,0xB58E61C3098d85632Df34EecfB899A1Ed80921cB,126598,126598,0,4,323,152,163,47.26574463884186,0,86.91436159710464,0,100,0
Alterscope Ascend USDC,0x99ba39845C4A12341C4B8cCEba1F11F4f6f84046,mainnet,euler,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1,0,1,2,0,0,0,62.22565180179326,42.924622766944225,79.41431812101105,0,100,75
Alterscope Ascend USDT,0xE5b9686c0cc4Be8a47eb4ed265d4203EA8232f94,mainnet,euler,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,53,0,53,2,0,0,0,56.03876502008957,43.24018885842575,79.41431812101105,0,100,25
Alterscope Ascend WETH,0xdFD25B2304f4F08031b4125ee49ea2Df6aB8B19b,mainnet,euler,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1,0,1,1,0,0,0,65.39885495003858,43.16563850817082,79.41431812101105,0,100,100
Alterscope Bedrock AAVE,0xD1552d878FE4869539ba4D03D207B54913a5C273,mainnet,euler,Aave Token,AAVE,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,3882,0,3882,1,0,0,0,53.83085203291155,47.82562392253566,79.41431812101105,0,100,0
Alterscope Bedrock EURC,0x1987c2DCf5674Cf90bEceBAd502714c357ce126a,mainnet,euler,Euro Coin,EURC,0x1aBaEA1f7C830bD89Acc67eC4af516284b1bC33c,3226,2217,1009,9,3105,3033,2118,56.251372929956744,59.92822840776162,79.41431812101105,0,100,0
Alterscope Bedrock GHO,0xaE4D563FC348e0FC3697Ed940b23a86779e095C8,mainnet,euler,Gho Token,GHO,0x40D16FC0246aD3160Ccc09B8D0D3A2cD28aE6C2f,0,0,0,1,0,0,0,55.95675198281559,42.83012367205584,79.41431812101105,0,100,25
Alterscope Bedrock GRT,0xFc323C1727853872A85098EA89a6882853B708dd,mainnet,euler,Graph Token,GRT,0xc944E90C64B2c07662A292be6244BDf05Cda44a7,1950,0,1950,1,0,0,0,53.927478629897635,48.308756907466055,79.41431812101105,0,100,0
Alterscope Bedrock LDO,0x5a0064007ddDEa2C8d6547A7B1E862c619500994,mainnet,euler,Lido DAO Token,LDO,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,0,0,0,1,0,0,0,53.04705731910278,43.90665035349177,79.41431812101105,0,100,0
Alterscope Bedrock LINK,0x25C538cc5c5B4cDdf9a9A656f90d2d8129E841B2,mainnet,euler,ChainLink Token,LINK,0x514910771AF9Ca656af840dff83E8264EcF986CA,128,0,128,2,0,0,0,53.579837369155996,46.570550603757894,79.41431812101105,0,100,0
Alterscope Bedrock ONDO,0xd6506dB835B465d5d823add8667362d7b86cFe5F,mainnet,euler,Ondo,ONDO,0xfAbA6f8e4a5E8Ab82F62fe7C39859FA577269BE3,25930,0,25930,13,0,1,9,56.720801421950405,55.118489867317926,79.41431812101105,9.542508000549317,100,0
Alterscope Bedrock PAXG,0xa2f045eC60C624c46F1075FC589Df0f936F822C2,mainnet,euler,Paxos Gold,PAXG,0x45804880De22913dAFE09f4980848ECE6EcbAf78,13940,0,13940,1,0,0,0,56.054484805336784,58.94378778466181,79.41431812101105,0,100,0
Alterscope Bedrock PYUSD,0xEd667E0DE292C040CF2183302c8DBDe1C06447d7,mainnet,euler,PayPal USD,PYUSD,0x6c3ea9036406852006290770BEdFcAbA0e23A0e8,0,0,0,1,0,0,0,63.79629583648145,42.96534294038512,79.41431812101105,0,100,87.5
Alterscope Bedrock SKY,0xfC67343ac17B158deb69de67Ba8A2eD7C47F0C74,mainnet,euler,SKY Governance Token,SKY,0x56072C95FAA701256059aa122697B133aDEd9279,0,0,0,1,0,0,0,52.8302338886694,42.822533201324894,79.41431812101105,0,100,0
Alterscope Bedrock UNI,0x9167Ff08C18Ea05d70D5CBf0c576A33DCeE6de06,mainnet,euler,Uniswap,UNI,0x1f9840a85d5aF5bf1D1762F925BDADdC4201F984,2,0,2,1,0,0,0,53.047815030664914,43.91043891130247,79.41431812101105,0,100,0
Alterscope Bedrock USDC,0x41722452C0348501825C494ec6C1579e9c32D277,mainnet,euler,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,0,0,1,0,0,0,62.59306330160334,44.761680265994585,79.41431812101105,0,100,75
Alterscope Bedrock USDE,0x6fc6BeCAe0fFAA08f699ec072f31983821a4D7ce,mainnet,euler,USDe,USDe,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,0,0,0,1,0,0,0,52.81478938906355,42.74531070329563,79.41431812101105,0,100,0
Alterscope Bedrock USDS,0x28c6F8D44179ac93a5EBAe24189d887eeEF38cea,mainnet,euler,USDS Stablecoin,USDS,0xdC035D45d973E3EC169d2276DDab16f1e407384F,0,0,0,1,0,0,0,52.83133473384204,42.828037427188086,79.41431812101105,0,100,0
Alterscope Bedrock USDT,0xF69FF7901E199AE4Fc354048DA09C23c7699716c,mainnet,euler,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0,0,0,1,0,0,0,55.89187282767794,42.50572789636763,79.41431812101105,0,100,25
Alterscope Bedrock WBTC,0xd005125E525664feC9394CEE5466Da15262fFe01,mainnet,euler,Wrapped BTC,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,0,0,0,1,0,0,0,58.518204129467044,55.63738440531312,79.41431812101105,0,100,25
Alterscope Bedrock WETH,0xb4f7761C459D09f414e1190df275be3E24535750,mainnet,euler,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,1,0,0,0,65.38099492636476,43.076338389801684,79.41431812101105,0,100,100
Alterscope LRT YieldNest WETH,0x45c3B59d53e2e148Aaa6a857521059676D5c0489,mainnet,euler,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,1602820,1282865,319955,26,1954,1345,1155,71.88442113319324,57.53151276022337,79.41431812101105,24.08260888496097,100,100
Alterscope LRT ynETHx,0x6d18F74AAD8494B789aE34b5455816F79664d209,mainnet,euler,ynETH MAX,ynETHx,0x657d9ABA1DBb59e53f9F3eCAA878447dCfC96dCb,1673424,0,1673424,30,0,0,0,59.09952993240012,54.653393931585306,79.41431812101105,26.020825984524205,100,0
Alterscope WETH Genesis,0x0E88544bf60bbc748FA542B79e9aE3Cf18Db7F75,mainnet,euler,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0,0,0,1,0,0,0,63.39054699820115,33.12409874898367,79.41431812101105,0,100,100
Alterscope wstETH Genesis,0x1926f5Bb9ed68BA83255fB219828a90Bd9F40771,mainnet,euler,Wrapped liquid staked Ether 2.0,wstETH,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0,0,0,1,0,0,0,52.645867024214475,41.90069887905026,79.41431812101105,0,100,0
Altfolio  StakeWise V3,0xD49cf2527f4748738cb091011346ef21BFa4551C,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Aludefi Stakewise Vault StakeWise V3,0x299999f91f2660F1d3dAeAf056D110544F07Ae30,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,0,0,0,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Amamu.io StakeWise V3,0xA1e229db735f7Aa3882BFD22fa6B89734225A3D1,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,49,0,49,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Ankr ankrETH,0xE95A203B1a91a908F9B9CE46459d101078c2c3cb,mainnet,ankr,Ether,ETH,0x0000000000000000000000000000000000000000,23094749,0,23094749,2105,254,403,1007,84.47974714120075,82.52684749052887,82.52684749052887,66.42425764588951,100,100
Anzen Boosted USDC,0xc43f5F199a055F38de4629dd14d18e69dAe9f29D,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,100,100,0,1,0,0,0,54.11732126876683,37.38288314962485,86.91436159710464,0,20,75
Anzen Boosted USDC,0x4FBB60166199d36dD2fB09005154F0938B6d717B,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,0,0,,0,0,0,67.74771153836082,55.53483449759484,86.91436159710464,0,100,75
Apostro BTC cluster cbBTC vault,0x29A9E5A004002Ff9E960bb8BB536E076F53cbDF1,mainnet,euler,Coinbase Wrapped BTC,cbBTC,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,548826,266097,282729,10,115,122,213,60.200946062350525,64.05109406973054,79.41431812101105,0,100,25
Apostro BTC cluster LBTC vault,0xA2038a5B7Ce1C195F0C52b77134c5369CCfe0148,mainnet,euler,Lombard Staked Bitcoin,LBTC,0x8236a87084f8B84306f72007F36F2618A5634494,171450,0,171450,9,0,17,708,57.67903413036838,67.06653440981978,79.41431812101105,0,100,0
Apostro BTC cluster WBTC vault,0x82D2CE1f71cbe391c05E21132811e5172d51A6EE,mainnet,euler,Wrapped BTC,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,644436,432091,212345,24,1031,1156,1336,63.947431480729946,65.59145126022553,79.41431812101105,22.922759868536083,100,25
Apostro Ethena USDe,0x4EDfaB296F8Eb15aC0907CF9eCb7079b1679Da57,mainnet,morpho,USDe,USDe,0x4c9EDD5852cd905f086C759E8383e09bff1E68B3,2184748,2184748,0,39,487,975,1019,51.65297674920051,0,86.91436159710464,29.248214069057703,100,0
Apostro Lido Ecosystem USDC,0x315F93a074D0948E4D068e98a34092750ea8A38C,mainnet,euler,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,0,0,1,0,0,0,64.59401940703601,54.76646079315798,79.41431812101105,0,100,75
Apostro Lido Ecosystem WETH,0xf9a23b059858CdD0e3ED0DDE89864BB82B88aa19,mainnet,euler,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,285,110,175,4,44,44,44,67.66514461092132,54.497086812584435,79.41431812101105,0,100,100
Apostro Resolv cbBTC vault,0x1E2F1e8A97E96a2FDD6A8Da427603Ed1c8b3847F,base,euler,Coinbase Wrapped BTC,cbBTC,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,218,28,190,20,28,48,24,49.51339887578599,45.61322781444486,79.41431812101105,20.000173763283968,20,25
Apostro Resolv cbETH vault,0x34ABB4501419b1E5f836567C58300c861164101A,base,euler,Coinbase Wrapped Staked ETH,cbETH,0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22,1,0,1,2,0,0,0,47.56278897215461,50.860308618750935,79.41431812101105,0,20,25
Apostro Resolv LBTC vault,0x3F131Ac9D408926a8B36C1e03ce105f44DCD26Af,base,euler,Lombard Staked Bitcoin,LBTC,0xecAc9C5F704e954931349Da37F60E39f515c11c1,133,1,132,14,0,722,156,46.53894718192902,52.33512133576264,79.41431812101105,12.041304442480484,20,0
Apostro Resolv USDC,0xcdDCDd18A16ED441F6CB10c3909e5e7ec2B9e8f3,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,8594133,8594133,0,328,759,751,827,63.997655080326275,49.24781928518989,86.91436159710464,50.04897722964291,20,75
Apostro Resolv USDC,0x214B47C50057eFaa7adc1B1C2608C3751Cd77D78,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,7124003,7124003,0,47,553,531,681,75.22266242764738,69.38635871111158,86.91436159710464,31.364306977221393,100,75
Apostro Resolv USDC vault,0xC063C3b3625DF5F362F60f35B0bcd98e0fa650fb,base,euler,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,1331424,822485,508939,992,685,750,905,65.12428783533576,62.53574067851392,79.41431812101105,59.842749674857096,20,75
Apostro Resolv USR,0xC484D83F667b779cc9907248101214235642258B,base,morpho,Resolv USD,USR,0x35E5dB674D8e93a03d814FA0ADa70731efe8a4b9,1232334,1232334,0,287,874,803,990,52.91892431500296,41.62838353485951,86.91436159710464,48.850019794594665,20,0
Apostro Resolv USR,0x5085Dd6FAd07c12e38fae01bc2a4938d2C08B1Bc,mainnet,morpho,Resolv USD,USR,0x66a1E37c9b0eAddca17d3662D6c05F4DECf3e110,1049787,1049787,0,122,722,412,481,65.46481929179316,60.25683586556393,86.91436159710464,40.98471653225681,100,0
Apostro Resolv USR vault,0x29Dbce367F5157B924Af5093617bb128477D7A5C,base,euler,Resolv USD,USR,0x35E5dB674D8e93a03d814FA0ADa70731efe8a4b9,2304671,1139640,1165031,1394,533,569,659,56.2368137704818,62.73798189798402,79.41431812101105,62.82326761653718,20,0
Apostro USDC,0xF2eFEBE45180C8c04edFdBfF3d88e58C9D61a03E,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,161,161,0,1,65,96,109,68.19731159150179,57.782834763299626,86.91436159710464,0,100,75
Apostro WETH,0xB1A757A68D4a04a6B5A0F06d0cB4FD739048F614,mainnet,morpho,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,2,2,0,1,95,93,106,67.91439068003882,40.743230205984766,86.91436159710464,0,100,100
ARB-1 yVault,0x7DEB119b92b76f78C212bc54FBBb34CEA75f4d4A,arbitrum,yearn,Arbitrum,ARB,0x912CE59144191C1204E64559FE8253a0e49E6548,1864,1864,0,347,27,26,31,57.881335707618945,54.878626309852464,79.556637154109,50.553037226699,60,0
Arcadia cbBTC,0x9c63A4c499B323a25D389Da759c2ac1e385eEc92,base,arcadia,Coinbase Wrapped BTC,cbBTC,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,840044,69204,770840,481,17,16,8,54.95193544215523,63.47184125803544,71.53358699556954,53.460882615468854,20,25
Arcadia USDC,0xEFE32813dBA3A783059d50e5358b9e3661218daD,base,arcadia,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,4171234,1562924,2608310,3056,199,540,454,64.85350964696218,69.56897175041067,71.53358699556954,69.67520332434817,20,75
Arcadia WETH,0x393893caeB06B5C16728bb1E354b6c36942b1382,base,arcadia,Wrapped Ether,WETH,0x4200000000000000000000000000000000000006,1341891,665190,676701,6183,218,226,132,68.77424938349756,68.94613478503139,71.53358699556954,75.81058418842314,20,100
August Digital ETH,0xfC36C2EdB18829308Fa9eE9500e8be6520A47Caf,mainnet,yearn,Wrapped Ether,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,109,109,0,,0,0,0,56.8226548616436,0,79.556637154109,0,100,100
August Digital USDC,0xB4e41E6eeF1A77e700B46aBAcdF6d426Fd256791,mainnet,term,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,770579,770579,0,22,426,447,411,64.33205761538991,59.14404645162109,68.47669114652807,21.583812443029803,100,75
AutoStake ⚡️ 1% fee forever StakeWise V3,0x64f2907F92631619ED7Ea510982835F9e1024767,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,22092,0,22092,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Axol.io StakeWise V3,0x2cF7cD8004c99cb4B6946E0dd2b19fbA89BBE4eb,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,90,0,90,2,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Backed bIB01,0xCA30c93B02514f86d5C86a6e375E3A330B435Fb5,mainnet,backed,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5223341,0,5223341,22,654,650,518,72.37208539526804,78.76585588135595,78.76585588135595,21.583812443029803,100,75
BARK Vault StakeWise V3,0x740DFf25651f1b1ac0B25cA947E9f166A06369a6,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,0,0,0,1,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
base-test,0xE6840572fA4d1DB9f85A80b6Ff7e198DEa5466Fb,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,136,136,0,1,887,862,882,46.64074463884186,0,86.91436159710464,0,20,75
Big Euler's e-Stake StakeWise V3,0x06Ec2d731b2fa8895E5a9482C22eE33573f44A13,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,59993,0,59993,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
BiLira TRYB Vault,0xcAd0be6e135C3d2859EA0c872cCD510C962765b7,mainnet,euler,BiLira,TRYB,0x2C537E5624e4af88A7ae4060C022609376C8D0EB,24744,0,24744,3,0,0,0,56.125363475240384,59.29818113417981,79.41431812101105,0,100,0
Blockscape Super Early Bird StakeWise V3,0xB46DBA422BCF7F113dA2EEB41c0E2CC6298d6Bba,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,692637,0,692637,,0,213,180,59.1963961174387,0,85.49099029359675,0,100,100
Blockshard Pioneers Vault  StakeWise V3,0x96fB413349cB4EC17410DF929898AE9c0e56Ae40,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,552632,0,552632,,0,615,353,59.1963961174387,0,85.49099029359675,0,100,100
BRAZILPRACIMA StakeWise V3,0x3102B4013cB506481e959c8F4500B994D2bFF22e,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,115994,0,115994,3,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Brick Towers Institutional StakeWise V3,0x91804d6d10f2BD4E03338f40Dee01cF294085CD1,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,37,0,37,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Chorus One - MEV Max (StakeWise V3),0xe6d8d8aC54461b1C5eD15740EEe322043F696C08,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,127411525,0,127411525,,313,280,288,59.1963961174387,0,85.49099029359675,0,100,100
Chorus One <> Obol StakeWise V3,0xDBdEE04c72a02a740B9F26adA9203582c8A99DaF,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,400001,0,400001,,198,195,307,59.1963961174387,0,85.49099029359675,0,100,100
Clearstar OpenEden USDC,0x1D3b1Cd0a0f242d598834b3F2d126dC6bd774657,base,morpho,USD Coin,USDC,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,1626685,1626685,0,129,611,700,760,52.86743962109786,0,86.91436159710464,41.511299881706655,20,75
Coinbase cbETH,0xBe9895146f7AF43049ca1c1AE358B0541Ea49704,mainnet,coinbase,Ether,ETH,0x0000000000000000000000000000000000000000,777895700,0,777895700,59767,308,293,284,95.49731835028246,93.6133791619125,93.6133791619125,95.5286056875663,100,100
Coinflakes BTC Strategy,0x054f4b8fcB63c5C6ABddB4496C129B03682dE57B,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,8989,8989,0,3,0,-10000,-10000,53.6976548616436,0,79.556637154109,0,100,75
Coinflakes Eth Strategy,0xDf5f0577Bd56a67fd0844F7EA08649d63a5D5f3C,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,4458,4458,0,2,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
Coinflakes SDAI Strategy,0x430AF232a837510b6f677D1E5aE3715c1e94d9d7,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,181,181,0,3,0,0,0,53.6976548616436,0,79.556637154109,0,100,75
Coinflakes Vault v2.0,0x254bd33E2f62713F893F0842C99E68f855cDa315,mainnet,yearn,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,138613,0,146449,4,0,-9841,-5245,53.6976548616436,0,79.556637154109,0,100,75
Coinshift USDC,0x7204B7Dbf9412567835633B6F00C3Edc3a8D6330,mainnet,morpho,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4250711,4250711,0,19,545,563,581,72.5003249616503,64.98413961321822,86.91436159710464,19.085016001098637,100,75
Coinshift USDL,0xbEEFC01767ed5086f35deCb6C00e6C12bc7476C1,mainnet,morpho,Wrapped USDL,wUSDL,0x7751E2F4b8ae93EF6B79d86419d42FE3295A4559,53353,53353,0,38,160,216,425,65.43945199592032,69.16097771806007,86.91436159710464,28.943412089776327,100,0
Coinshift USDL,0xbEeFc011e94f43b8B7b455eBaB290C7Ab4E216f1,mainnet,morpho,Wrapped USDL,wUSDL,0x7751E2F4b8ae93EF6B79d86419d42FE3295A4559,62203033,62203033,0,127,107,123,139,67.53550293459755,70.32573402151061,86.91436159710464,41.36407660969042,100,0
CommonWealth StakeWise V3,0xB0fd1783826Ce1A254BA8d5C409B267238FAA9Cd,mainnet,stakewise,Ether,ETH,0x0000000000000000000000000000000000000000,175238,0,175238,,0,0,0,59.1963961174387,0,85.49099029359675,0,100,100
Compound AERO,0x784efeB622244d2348d4F2522f8860B96fbEcE89,base,compound,Aerodrome,AERO,0x940181a94A35A4569E4529A3CDfB74e38FD98631,4375725,3017580,1358145,307,819,924,787,45.6319901678286,0,89.28414092183698,49.45555866062533,20,0
Compound Blue USDC,0x781FB7F6d845E3bE129289833b04d43Aa8558c42,polygon,morpho,USD Coin,USDC,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,19645133,19645133,0,1801,1097,331,382,56.40011618667476,0,86.91436159710464,65.06247698555268,20,75
Compound Blue USDT,0xfD06859A671C21497a2EB8C5E3fEA48De924D6c8,polygon,morpho,(PoS) Tether USD,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,12293814,12293814,0,1081,1200,351,439,46.35519202126265,0,86.91436159710464,60.596315882805285,20,0
Compound Blue WETH,0xF5C81d25ee174d83f1FD202cA94AE6070d073cCF,polygon,morpho,Wrapped Ether,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,21717326,21717326,0,1177,1018,189,349,58.96703714862358,0,86.91436159710464,61.3419500652115,20,100
Compound USDC,0x2c7118c4C88B9841FCF839074c26Ae8f035f2921,unichain,compound,USDC,USDC,0x078D782b760474a361dDA0AF3839290b0EF57AD6,50024,19243,30781,,3467,3333,4549,43.213656368734796,0,89.28414092183698,0,60,0
Compound USDS,0x2c776041CCFe903071AF44aa147368a9c8EEA518,base,compound,USDS Stablecoin,USDS,0x820C137fa70C8691f0e44Dc420a5e53c168921Dc,18281013,12897854,5383159,166,605,509,628,44.79308732647803,0,89.28414092183698,43.862873051621584,20,0
Compound v2 DAI,0x5d3a536E4D6DbD6114cc1Ead35777bAB948E3643,mainnet,compound,Dai Stablecoin,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,25489012,11883298,13605714,16441,336,334,356,88.23310048102336,85.4407903798706,91.55710134740224,84.31401244058893,100,75
Compound v2 ETH,0x4Ddc2D193948926D02f9B1fE9e1daa0718270ED5,mainnet,compound,Ether,ETH,0x0000000000000000000000000000000000000000,81308000,0,81975476,70638,2,2,8,93.75690060147329,87.93501475680507,91.55710134740224,96.98038074100921,100,100
Compound v2 TUSD,0x12392F67bdf24faE0AF363c24aC620a2f67DAd86,mainnet,compound,TrueUSD,TUSD,0x0000000000085d4780B73119b644AE5ecd22b376,185352,0,249947,144,322,322,457,58.62921037596258,0,91.55710134740224,42.54246558001125,100,25
Compound v2 USDC,0x39AA39c021dfbaE8faC545936693aC917d5E7563,mainnet,compound,USD Coin,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,35663522,12023772,23639750,214143,175,179,231,90.69330953119845,85.97734496118777,91.55710134740224,100,100,75
Compound v2 USDP,0x041171993284df560249B57358F931D9eB7b925D,mainnet,compound,Pax Dollar,USDP,0x8E870D67F660D95d5be530380D0eC0bd388289E1,226663,186509,40154,86,1097,1156,911,79.07177124757273,66.84470454658752,91.55710134740224,37.61659866196215,100,87.5
Compound v2 USDT,0xf650C3d88D12dB855b8bf7D11Be6C55A4e07dCC9,mainnet,compound,Tether USD,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,100045892,61504673,38541219,5812,238,248,269,80.67176991451444,85.66549053204939,91.55710134740224,75.27220846095776,100,25
Compound v2 WBTC,0xC11b1268C1A384e55C48c2391d8d480264A3A7F4,mainnet,compound,Wrapped BTC,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,2349442,20002,2329440,1886,0,0,0,62.067624356242995,0,91.55710134740224,65.46522544854734,100,25
